friends_screen_name,created_at,friends_count,followers_count,tweet_count
poppy,2011-02-01 06:12:04+08:00,2,258289,345
AMAs,2009-07-01 06:04:29+08:00,2944,1675305,17283
ninanesbitt,2009-06-27 20:48:34+08:00,931,183511,54580
TankandDaBangas,2012-09-06 02:39:40+08:00,1470,19280,5663
coleswindell,2011-01-06 07:11:47+08:00,7986,711077,22934
YouTubeMexico,2016-03-10 09:49:57+08:00,405,308175,11154
JoyceManor,2010-10-28 12:11:11+08:00,421,48067,6103
vampireweekend,2010-05-15 06:29:06+08:00,63,304038,112
maggierogers,2013-09-30 02:33:14+08:00,492,159230,6290
Interruptweets,2012-09-25 15:12:06+08:00,1568,34696,5484
lelepons,2013-11-21 05:19:25+08:00,36136,1861026,1999
SebastianYatra,2012-12-23 05:44:24+08:00,202,1760355,12247
SwaeLee,2010-09-12 15:38:09+08:00,343,872476,26751
RichHomieQuan,2011-05-03 22:38:58+08:00,994,1156965,28019
awonderland,2009-03-25 14:08:44+08:00,564,329147,46433
youngthug,2011-01-16 08:19:08+08:00,777,5700005,50063
masonramsey,2018-04-02 10:19:28+08:00,57,294781,782
lizzo,2011-06-25 03:59:38+08:00,260,1751381,19864
ciara,2009-04-05 07:53:24+08:00,56,11538504,11944
MissyElliott,2010-05-19 11:42:32+08:00,11439,6909710,84954
thatgirlbishop,2015-09-22 12:48:54+08:00,941,66241,16403
Timbaland,2010-10-26 17:20:54+08:00,401,1601557,13351
LAFC,2014-10-22 21:59:47+08:00,778,282071,20379
nprmusic,2008-02-22 03:33:37+08:00,990,743425,54267
Grimezsz,2011-04-03 23:32:54+08:00,1070,1236898,3220
FKAtwigs,2012-08-10 05:57:26+08:00,3,443060,1167
ellamai,2015-03-04 22:48:50+08:00,287,1478789,6034
bazzi,2011-03-24 06:36:48+08:00,157,406453,17466
afropunk,2008-09-23 22:38:16+08:00,1177,100443,33609
OkayAfrica,2009-11-24 07:51:39+08:00,1926,112156,48135
robynkonichiwa,2009-02-02 19:25:50+08:00,305,358894,4299
YouTubeSpaceLA,2013-04-24 03:53:25+08:00,3773,105564,5744
queennaija,2018-01-08 01:24:12+08:00,38,1822303,7301
DanAndShay,2013-04-25 22:25:02+08:00,4066,581742,25267
GOT7Official,2012-05-07 12:35:54+08:00,10,9633716,11344
JYPETWICE_JAPAN,2016-12-06 14:21:26+08:00,4,2597944,1785
perfumegenius,2009-04-14 13:52:42+08:00,1182,989121,8914
maluma,2010-06-08 22:51:21+08:00,116,7796173,20379
NickyJamPR,2011-02-04 04:41:50+08:00,409,3974509,9495
JBALVIN,2009-06-05 01:41:41+08:00,536,10132820,31462
RollingStone,2008-05-15 10:52:27+08:00,405,6339626,159670
YouTubeSpaceNY,2014-04-12 03:52:53+08:00,660,40663,2756
smashmouth,2011-01-07 08:19:49+08:00,4787,107871,16916
twentyonepilots,2009-07-23 09:53:43+08:00,2,4100780,3451
cleanbandit,2009-10-20 06:56:54+08:00,949,413846,11020
Meghan_Trainor,2011-02-20 11:07:43+08:00,3034,2014787,13326
bts_bighit,2013-05-07 17:13:05+08:00,24,34620005,9773
rudymancuso,2009-12-11 12:47:43+08:00,51116,928329,231
Dazed,2008-07-04 21:38:25+08:00,10183,1243069,96345
bigfreedia,2009-06-23 17:20:07+08:00,12152,82609,7273
IGGYAZALEA,2010-06-09 14:10:41+08:00,1441,7703307,9306
solangeknowles,2008-12-27 04:54:15+08:00,146,4115050,597
QueensChristine,2011-02-19 19:47:55+08:00,398,593301,12217
RitaOra,2009-03-31 04:49:02+08:00,1666,6566377,13994
BebeRexha,2009-03-28 07:51:16+08:00,3521,2086088,10652
adultmomband,2009-03-04 09:25:50+08:00,1880,24877,29423
AngelOlsen,2013-11-04 17:25:40+08:00,377,66416,969
Jbrekkie,2015-02-24 14:05:43+08:00,517,101222,10161
mitskileaks,2014-01-11 03:29:06+08:00,5519,227550,125
broodsmusic,2013-08-01 15:33:18+08:00,276,47818,2277
boniver,2010-02-19 06:31:29+08:00,201,749092,1577
ToveLo,2012-06-21 04:01:51+08:00,620,367369,4563
bastille,2009-02-21 05:07:37+08:00,150,1356678,18093
HAIMtheband,2010-03-26 21:59:02+08:00,433,1187460,3709
hernameisBANKS,2012-12-18 07:51:21+08:00,430,440203,3424
iambeckyg,2010-03-31 06:06:16+08:00,13414,3551914,31306
JohnMayer,2011-07-15 04:48:57+08:00,572,1401371,2799
Jessiereyez,2011-07-26 03:45:02+08:00,593,142296,6137
Kehlani,2016-09-17 03:09:42+08:00,1105,2761294,7078
kimpetras,2009-04-16 18:37:35+08:00,17788,192458,11207
KingPrincess69,2011-12-04 11:10:33+08:00,107,154022,1627
richthekid,2009-11-27 07:39:46+08:00,49,2348787,338804
morgansaint,2013-01-15 08:23:26+08:00,192,4747,4916
KITTENTHEBAND,2009-08-06 01:38:48+08:00,983,16994,13080
teganandsara,2009-02-20 09:32:01+08:00,2922,556247,23006
lights,2008-09-05 21:22:39+08:00,478,637510,24367
girlpool,2012-08-17 11:57:30+08:00,200,23466,3353
YoungMAMusic,2014-06-10 21:20:54+08:00,71,409777,4335
Jason_Aldean,2008-05-16 04:22:17+08:00,127,3713987,18738
AnneMarie,2011-07-22 00:14:57+08:00,678,1092680,22796
theglitchmob,2008-09-06 08:52:51+08:00,1365,455821,22901
MaleekBerry,2009-03-13 00:02:21+08:00,2292,484450,67302
MaggieLindemann,2013-07-22 08:04:27+08:00,5178,496441,14515
mikeshinoda,2009-08-18 07:44:28+08:00,655,1011664,7844
Genius,2009-09-07 00:51:14+08:00,1866,1698395,24550
IBGDRGN,2012-07-17 05:48:58+08:00,8,8631875,4802
yearsandyears,2010-07-26 02:03:35+08:00,516,598915,6615
george_ezra,2012-04-20 06:20:27+08:00,498,684561,13120
the1975,2012-04-05 05:08:26+08:00,241,2054904,6919
MattSteffanina,2009-05-19 23:26:31+08:00,651,219705,16471
JesseMcCartney,2009-03-14 07:57:11+08:00,371,716093,4713
RealRemyMa,2009-02-17 06:29:05+08:00,67,432732,2725
xtina,2011-03-19 03:41:39+08:00,46,16692504,2776
louisa,2011-09-11 05:48:14+08:00,981,285981,38545
trvisXX,2010-04-20 11:25:10+08:00,689,11318455,1213
mattandkim,2008-12-13 02:19:22+08:00,3030,93714,7408
tovestyrke,2010-03-16 21:01:00+08:00,238,16609,3843
21savage,2011-03-03 14:42:26+08:00,32,4438732,13440
PostMalone,2012-10-30 11:36:07+08:00,2811,6932929,7677
SuperDuperKyle,2010-03-15 12:10:56+08:00,564,291939,28939
davidbisbal,2009-07-16 02:47:03+08:00,906,9949849,18957
tokenhiphop,2012-07-15 06:29:26+08:00,404,82281,13500
sc,2008-11-23 01:36:14+08:00,0,3056845,269
Alesso,2010-04-06 21:27:04+08:00,318,2115843,7516
CNCOmusic,2015-12-11 02:59:43+08:00,465,1555790,15575
MTV,2007-03-27 06:30:49+08:00,30304,17056772,304230
JanelleMonae,2008-01-15 19:59:23+08:00,628,1238632,19442
donaldglover,2009-01-21 15:32:47+08:00,0,2585013,22
thelittleidiot,2008-04-22 01:53:55+08:00,2013,1124449,16282
whydontwemusic,2016-09-21 08:42:30+08:00,1382,792391,4194
JackAndJack,2014-06-22 05:03:16+08:00,48,1490593,5874
wallowsmusic,2017-03-29 08:01:37+08:00,212,329009,2118
ParisHilton,2009-03-18 02:45:05+08:00,12994,16825551,23099
maddecent,2008-11-26 05:47:22+08:00,1705,180977,25494
madisonbeer,2011-01-02 22:52:35+08:00,31854,3253336,17650
JamesBayMusic,2012-11-21 05:30:34+08:00,297,402866,7223
RoryKramer,2009-10-27 02:47:50+08:00,244,52145,15327
MAJORLAZER,2009-04-12 04:04:48+08:00,652,1879185,17252
djsnake,2009-03-01 09:13:17+08:00,3342,1794057,25774
Mansionair,2014-03-10 08:33:47+08:00,609,6095,3679
jamesvmcmorrow,2009-10-10 22:11:35+08:00,58,47414,11339
chloexhalle,2010-09-11 09:58:41+08:00,973,1131507,32760
lesliegrace,2010-07-12 11:32:41+08:00,3393,100266,19650
LILUZIVERT,2013-07-17 08:53:57+08:00,30,8561413,14344
blakeshelton,2008-05-27 21:43:08+08:00,661,19890383,12655
deadmau5,2009-03-02 05:59:41+08:00,638,3442740,43579
mirandalambert,2009-04-24 05:37:36+08:00,245,6789717,5568
carrieunderwood,2011-10-07 06:36:16+08:00,446,8239257,5571
Zedd,2010-06-15 05:53:37+08:00,539,7742616,35006
tiesto,2009-05-15 06:18:51+08:00,743,4800083,32971
ArcticMonkeys,2009-06-22 22:04:55+08:00,0,1710841,717
lukebryan,2008-10-31 05:14:38+08:00,10530,9401905,8036
petewentz,2008-09-13 05:34:37+08:00,449,6115015,19510
brendonurie,2009-04-01 05:44:48+08:00,391,2126449,3570
AllTimeLow,2010-03-13 05:38:20+08:00,27272,1589357,8383
1future,2009-06-28 22:34:38+08:00,746,7038989,14291
YG,2009-04-07 06:09:38+08:00,484,3369786,36426
ChrisStapleton,2009-06-26 23:41:06+08:00,2,321836,263
HollisBrown,2008-07-30 10:00:33+08:00,144,4944,13759
Adele,2010-08-31 03:53:19+08:00,1,26736801,325
KentJonesWTB,2011-11-06 07:33:53+08:00,550,41474,6781
Sunflower_Bean,2014-05-31 04:19:37+08:00,281,12061,2718
maroon5,2009-03-17 22:13:03+08:00,482,14262617,7351
carlyraejepsen,2009-03-17 15:10:51+08:00,75687,9636100,7096
zaralarsson,2012-11-23 22:19:11+08:00,3104,1494138,3597
eltonofficial,2010-08-04 17:16:48+08:00,21,1065466,7310
aliciakeys,2009-04-25 08:46:24+08:00,757,30015586,10082
JYPETWICE,2015-04-02 13:43:40+08:00,42,8960168,9385
britneyspears,2008-09-23 04:47:35+08:00,366125,55631818,5720
Hozier,2011-03-11 08:48:12+08:00,646,947107,4232
AvrilLavigne,2009-09-14 06:43:00+08:00,157,20683739,4236
sza,2011-02-24 15:55:33+08:00,517,5391600,8456
markhoppus,2009-02-26 09:54:14+08:00,686,2725732,2994
5SOS,2011-03-11 18:18:46+08:00,27858,12617619,28214
LittleMix,2011-09-26 23:50:00+08:00,26943,11942126,34689
djkhaled,2009-03-31 00:29:14+08:00,2032,5299609,96439
pitbull,2009-04-17 00:03:02+08:00,2311,25201227,8423
ladygaga,2008-03-27 06:37:48+08:00,118907,83812183,9652
50cent,2008-12-19 03:18:49+08:00,22,12588600,17181
SnoopDogg,2007-03-31 03:05:42+08:00,2688,19335577,41797
Eminem,2009-03-06 00:33:48+08:00,0,22529518,1103
GreenDay,2009-08-23 06:05:41+08:00,179,4911326,2504
paramore,2009-05-28 08:20:32+08:00,2,5407905,5749
linkinpark,2009-01-23 09:05:42+08:00,124,5885169,6561
blink182,2007-06-12 16:20:09+08:00,185,1604162,6429
NeckDeepUK,2012-06-11 05:41:52+08:00,364,221992,15009
samsmith,2012-01-07 23:05:53+08:00,1303,8016351,14650
jtimberlake,2009-03-26 03:10:50+08:00,327,63349451,4340
justinbieber,2009-03-29 00:41:22+08:00,286548,114062603,31378
taylorswift13,2008-12-06 18:10:54+08:00,0,88922471,692
ShawnMendes,2011-09-25 06:29:41+08:00,54905,26678876,15366
ArianaGrande,2009-04-23 10:56:31+08:00,55642,84569783,47024
theweeknd,2011-02-21 15:45:45+08:00,3,15176551,4045
PRETTYMUCH,2016-09-16 07:37:34+08:00,6732,168597,4227
Migos,2011-08-11 21:00:19+08:00,8,3543493,99357
MAXMusic,2010-02-26 12:17:56+08:00,5352,734882,1243
enriqueiglesias,2009-06-12 02:27:04+08:00,2541,13869850,6163
jason_mraz,2009-01-15 19:16:33+08:00,47,5305832,4684
daddy_yankee,2009-04-30 05:15:16+08:00,96,14923733,22890
HayleyKiyoko,2008-09-11 09:01:15+08:00,3434,554844,10319
lauvsongs,2015-03-02 19:59:43+08:00,812,1187294,6584
KygoMusic,2013-10-10 20:18:57+08:00,255,472496,1768
KeshaRose,2009-03-24 05:07:57+08:00,1385,3209993,8050
R3HAB,2009-02-17 00:49:00+08:00,1347,1048297,29514
kellyclarkson,2009-03-11 08:29:20+08:00,144,12107051,9045
Usher,2009-05-19 00:36:50+08:00,565,12003024,6169
Logic301,2010-05-09 21:41:46+08:00,843,2328917,74538
iamblackbear,2008-11-13 21:10:19+08:00,1353,1999223,3973
MartinGarrix,2010-04-18 04:56:22+08:00,1073,8532851,16816
IAmAlanWalker,2014-06-12 01:03:23+08:00,645,814652,2556
gwenstefani,2009-04-02 06:06:42+08:00,1091,2704933,5898
FrencHMonTanA,2009-01-06 08:34:55+08:00,3448,3014055,32277
elliegoulding,2009-02-11 10:15:58+08:00,604,6415119,18117
DNCE,2015-08-11 07:49:10+08:00,194,278912,3311
johnlegend,2008-12-19 07:42:30+08:00,1446,13875771,15889
charlieputh,2008-08-22 22:31:05+08:00,1633,3233699,1304
AllyBrooke,2009-03-31 09:00:36+08:00,8127,2743184,21387
Normani,2010-10-28 18:25:13+08:00,15291,3315504,14696
dinahjane97,2011-03-02 06:32:53+08:00,14468,2443908,27160
CalvinHarris,2009-01-05 14:17:35+08:00,3065,11965740,136
BrunoMars,2009-12-29 21:07:04+08:00,93,43154042,4861
beamiller,2010-02-15 11:52:23+08:00,2309,715145,5430
adamlevine,2009-07-21 01:12:25+08:00,13482,7978770,5979
tylerthecreator,2010-07-15 06:32:25+08:00,105,8859646,41329
wearegalantis,2012-03-03 23:33:30+08:00,572,251221,7823
NICKIMINAJ,2009-04-28 00:36:43+08:00,5726,23079890,42362
tydollasign,2009-03-23 10:10:19+08:00,2422,1712784,15571
st_vincent,2009-01-01 06:38:53+08:00,204,1006734,3947
PanicAtTheDisco,2008-09-10 07:11:20+08:00,680,2928948,3960
falloutboy,2008-09-10 07:06:13+08:00,10277,3060864,5113
Skrillex,2009-01-10 11:49:35+08:00,1212,5988479,14272
troyesivan,2009-07-03 17:00:57+08:00,3442,9040820,18327
selenagomez,2009-03-09 08:16:45+08:00,1081,65268872,5319
Drake,2009-03-28 15:17:46+08:00,608,39316395,1787
katyperry,2009-02-21 07:45:56+08:00,236,108787604,11462
Pink,2009-04-04 09:16:34+08:00,467,31620078,8089
rihanna,2009-10-03 05:37:33+08:00,1000,103354825,10592
NERDarmy,2009-03-03 13:45:50+08:00,4,145909,194
Pharrell,2011-07-19 10:08:57+08:00,1094,10672868,4692
MOMOMOYOUTH,2010-11-15 01:33:33+08:00,571,238463,7146
noahcyrus,2010-06-08 04:51:32+08:00,1393,619658,8272
MileyCyrus,2011-03-19 02:36:02+08:00,395,46407024,11883
Miguel,2009-08-07 17:42:59+08:00,670,988144,24437
marshmellomusic,2015-01-21 04:25:20+08:00,1018,2433529,9615
majidjordan,2013-06-16 08:09:31+08:00,93,299199,882
LuisFonsi,2009-03-16 22:58:39+08:00,314,9728904,11650
lorde,2011-08-15 12:30:08+08:00,99,7254587,0
thegreatkhalid,2013-09-11 06:45:28+08:00,1319,4977648,53541
lilyachty,2010-08-06 07:34:12+08:00,739,5473029,51401
LilTunechi,2010-02-22 13:29:44+08:00,56,34844076,2450
zaynmalik,2010-08-10 05:54:10+08:00,1963,31073170,3688
Harry_Styles,2010-08-22 22:19:06+08:00,1824,37061853,5587
Louis_Tomlinson,2009-10-22 16:58:11+08:00,3485,35954944,7566
NiallOfficial,2010-01-15 20:14:24+08:00,5753,41371684,18106
LiamPayne,2010-06-22 18:19:08+08:00,14654,34756857,11569
kendricklamar,2009-03-10 13:44:26+08:00,510,11561360,4230
BTS_twt,2011-07-14 14:32:56+08:00,135,40537813,12753
TheChainsmokers,2009-05-01 03:21:00+08:00,2181,3344612,557
halsey,2009-06-09 07:58:35+08:00,3044,14492956,16381
hansonmusic,2008-11-27 01:47:36+08:00,315,139674,9468
jizziemcguire,2011-09-29 13:12:42+08:00,634,169692,2413
GraceVanderWaal,2016-03-08 04:05:49+08:00,94,270438,4337
DUALIPA,2010-06-10 19:04:31+08:00,1169,8799869,1412
DillonFrancis,2009-01-26 12:56:05+08:00,1240,1039098,7202
kevinjonas,2010-01-13 06:09:15+08:00,1748,5251935,9529
jaden,2011-03-09 03:41:06+08:00,200,8027485,6304
joejonas,2010-01-13 03:29:00+08:00,84,10053885,11278
nickjonas,2009-07-15 03:07:05+08:00,632,14282084,6188
ddlovato,2009-02-18 02:02:08+08:00,0,54535062,17794
CheatCodesMusic,2014-09-30 06:08:37+08:00,860,79971,8869
charli_xcx,2010-01-08 23:35:15+08:00,885,3605142,14200
chancetherapper,2010-08-22 22:51:53+08:00,3097,8149808,52272
iamcardib,2012-10-08 04:53:16+08:00,216,19469529,29757
brckhmptn,2014-12-02 18:02:11+08:00,16,474024,129
FifthHarmony,2012-10-11 03:28:02+08:00,22283,4618040,13377
LaurenJauregui,2011-08-29 08:34:29+08:00,11601,4318680,16278
steveaoki,2008-10-28 19:19:27+08:00,5300,8210430,46143
billieeilish,2013-10-23 13:51:13+08:00,0,6371048,881
BigSean,2008-12-06 11:17:02+08:00,2188,14292225,21083
diplo,2008-11-05 08:26:03+08:00,5127,2487952,72478
Beyonce,2009-04-15 05:56:04+08:00,10,15502285,19
G_Eazy,2008-12-07 13:26:22+08:00,957,3394826,32486
Camila_Cabello,2012-08-06 11:46:40+08:00,15008,12570610,13879
YouTube,2007-11-14 05:43:46+08:00,1201,73594367,38358
YouTubeTV,2016-11-28 23:46:30+08:00,293,281291,14899
YouTubeCreators,2011-01-18 18:58:51+08:00,2079,6443320,24122
YouTubeGaming,2015-05-27 23:56:55+08:00,897,1860254,16437
