tweet_content,created_at,retweet_count,favorite_count,hashtags,media_type,user_mention,urls,quote_retweet_status
".@HeadieOne and @CharlieSloth take #FireInTheBooth to the sky. 🛩

Watch it first on Apple Music:… https://t.co/xKkZ6UxZee",2020-10-01 08:14:26+08:00,50,230,['FireInTheBooth'],no_media,['HeadieOne'],True,False
"In collaboration with the @NBA and @unitedmasters, this is #BASELINE.

The playlist of the NBA, featuring songs fro… https://t.co/TsTA1Fvy4s",2020-10-01 06:01:03+08:00,65,275,['BASELINE'],no_media,['NBA'],True,False
".@JimmieAllen connects with @MiamiHEAT star @JimmyButler on a new episode of #WildcardRadio.

Listen now on Apple M… https://t.co/v9FF6f1dpn",2020-10-01 05:05:32+08:00,10,78,['WildcardRadio'],no_media,['JimmieAllen'],True,False
.@Jessiereyez and @IvyQueenDiva talk artistic struggles and creative process on a new episode of #Somos Radio with… https://t.co/FbfMit2Qs2,2020-10-01 05:02:50+08:00,23,112,['Somos'],no_media,['Jessiereyez'],True,False
"On this week’s #RapLifeReview, @oldmanebro x @neweryork x @LowKeyUHTN continue conversations on news surrounding… https://t.co/sGGUF64sP3",2020-10-01 03:25:59+08:00,15,109,['RapLifeReview'],no_media,['oldmanebro'],True,False
"Proud to join forces with @Balmain to launch #Signature, a one-of-a-kind destination that fuses music and fashion.… https://t.co/JEnfrCIwG4",2020-10-01 03:04:42+08:00,19,121,['Signature'],no_media,['Balmain'],True,False
"A new project from @giveon is almost here.

Pre-add ‘When It’s All Said And Done’ and listen to #StuckOnYou now:… https://t.co/WPU5LUx5Gd",2020-10-01 00:01:11+08:00,237,1022,['StuckOnYou'],no_media,['giveon'],True,False
RT @JennOnAir: .@SantanaCarlos and I went deep into #Abraxas for the album’s 50th anniversary. Check out the album and our conversation now…,2020-09-30 12:21:01+08:00,13,0,['Abraxas'],no_media,['JennOnAir'],False,False
"“This song is the start of us showing the world who we really are and what we really can do.”

Listen to… https://t.co/KGvc7KyhCr",2020-09-30 08:04:54+08:00,509,5104,[],no_media,[],True,False
"“This song was the reason why Travis and I decided to do the album. It was the first one we recorded.”

Listen to… https://t.co/H1y2392MHJ",2020-09-30 05:23:03+08:00,28,181,[],no_media,[],True,False
"Keep listening to #Holy from @justinbieber x @chancetherapper on #TodaysHits. 🙏
https://t.co/GbjeOeSlTq https://t.co/m6Y0S9Aedq",2020-09-30 03:18:35+08:00,41,222,['Holy'],photo,['justinbieber'],True,False
".@lovelytheband’s @MitchyCollins and @TheVandals join @markhoppus on a new episode of #AfterSchoolRadio.

It happen… https://t.co/77AemdxECR",2020-09-30 02:00:32+08:00,8,98,['AfterSchoolRadio'],no_media,['lovelytheband'],True,False
"“I’ve been inspired by so many powerful female artists throughout the years, and these are just a few of my favorit… https://t.co/6bsR3DQav0",2020-09-30 00:57:31+08:00,10,92,[],no_media,[],True,False
Vibe to the latest from @brentfaiyaz on #RnBNow: https://t.co/mm1qmG3mjl https://t.co/rHeJvpIxv1,2020-09-29 22:27:03+08:00,15,159,['RnBNow'],video,['brentfaiyaz'],True,False
"New @superm on repeat. 🎉
The group discusses spreading positivity with their latest project #SuperOne - The 1st Alb… https://t.co/9pqKM1DqM6",2020-09-29 08:43:02+08:00,1599,3172,['SuperOne'],no_media,['superm'],True,False
The Home Edit's Clea Shearer and Joanna Teplin join @ashleyeicher on #GuestListRadio to organize a playlist of thei… https://t.co/4TUg48m6GV,2020-09-29 07:56:41+08:00,10,82,['GuestListRadio'],no_media,['ashleyeicher'],True,False
"Join @iambeckyg, @MadameGandhi and more October 5-11 to celebrate Day of the Girl with free virtual sessions to hea… https://t.co/qIuc4YUQb2",2020-09-29 06:08:42+08:00,61,539,[],no_media,['iambeckyg'],True,False
"“We took our roots and put a twist on it. The twist being a modern-day sound, the music we listen to, being English… https://t.co/nYhhVSl2Zk",2020-09-29 05:33:49+08:00,8,91,[],no_media,[],True,False
#Enchule is the latest from @rauwalejandro. Listen to the song and his #DalePlay interview with @SandraPena now:… https://t.co/btuLNwvdfV,2020-09-29 03:48:07+08:00,33,486,['Enchule'],no_media,['rauwalejandro'],True,False
".@todrick reveals all about releasing music, appearing on stage and screen, and working with @Beyonce and… https://t.co/vUCcNkiH0h",2020-09-29 01:59:58+08:00,59,341,[],no_media,['todrick'],True,False
"Billie Eilish: The World’s A Little Blurry, a documentary film, coming to Apple TV+ and in theaters February 2021.… https://t.co/JzRfrD7pNb",2020-09-29 00:18:15+08:00,87,613,[],no_media,[],True,False
