tweet_text,created_at,retweet_count,favorite_count
"Happy 85th birthday, @SteveReich!

You can hear a playlist of his complete Nonesuch recordings—36 years in the maki… https://t.co/QcQvvC3ZUW",2021-10-03 20:01:32+08:00,32,111
"Just passed a new Milestone on @AppleMusic. Thanks for listening!
https://t.co/k8lGtNLtVY https://t.co/jZEaWMFLmF",2021-10-03 06:39:57+08:00,25,118
"They say an Apple a day keeps the dr away, but I believe rock n roll is what keeps us all feeling youthful &amp; alive… https://t.co/149YT1I8Q1",2021-10-03 05:38:34+08:00,20,213
Grateful to have the opportunity to discuss #WorldMentalHealthDay with my buddy @TyBentli on @applemusic. Listen no… https://t.co/cqysgI9VdP,2021-10-12 03:26:03+08:00,12,50
❤️ I got you! @AppleMusic call me https://t.co/LQPhwIAdEg,2021-10-11 00:56:00+08:00,66,619
I’m joining @hunterkelly tonight on #PROUD Radio on @AppleMusic Country! Tune in at 5 PM ET or listen on demand if… https://t.co/T6GHC9vmsV,2021-10-10 21:13:42+08:00,50,372
"Just passed a new Milestone on @AppleMusic. Thanks for listening!
https://t.co/IQhxczvxW8 https://t.co/ZSJyCKZrVC",2021-10-10 16:44:43+08:00,42,280
"""The song is really about releasing different thoughts in my head and reconciling them with my truth.""  - @temsbaby… https://t.co/yoQctVBciN",2021-10-11 18:25:54+08:00,26,68
Tomorrow morning I’ll be premiering my new release “Joy” featuring @ChrisStapleton  on @AppleMusic  with @zanelowe.… https://t.co/tw6HNS3Ik3,2021-10-11 00:30:00+08:00,37,166
The wait is finally over! ☁️ Listen to @ajmitchell's new album #Skyview on @AppleMusic now ▶️… https://t.co/rCbDS5EI5y,2021-10-11 21:00:00+08:00,9,20
"#BGYO | Check-out our album ""The Light"" on @AppleMusic as well as our song ""When I'm With You"" on these playlist!… https://t.co/qJpdCq2MW2",2021-10-09 10:00:00+08:00,664,1409
head on over to @AppleMusic to hear love back in spatial audio 👼🏼 https://t.co/Pu8neRtpCi https://t.co/hCLQLQLWUu,2021-10-09 08:05:27+08:00,486,4752
"https://t.co/tihDPcMf0o
Mil gracias @AppleMusic por agregar ‘Colors’ a NMD Lo mejor del dia @AppleMusicES",2021-10-09 06:39:29+08:00,842,5313
1 HOUR TO GO before @bgyo_ph’s debut album “The Light” hits @iTunes and @AppleMusic store and the TOP 8 TRACKS for… https://t.co/ndufI7yjFH,2021-10-07 23:05:25+08:00,398,949
"Sharing something super cool with you’ll…
Dekho!! 
https://t.co/jd26neYW5N

#PyaarEkTarfaa @AppleMusic https://t.co/1WvSHA8zSL",2021-10-08 21:38:46+08:00,320,1344
"#LoveBack by @whydontwemusic is our Song of the Day!!

Listen now on @AppleMusic: https://t.co/ohqNL35MSM 💙 https://t.co/cBGjf4CdlB",2021-10-09 02:54:21+08:00,362,2876
"LIGHTSUM 2nd Single [Light a Wish] IS COMING! 🎼

PRE-ADD it on @AppleMusic 💙
PRE-SAVE it on @Spotify 💛

▶️… https://t.co/fFmF1Jdw7P",2021-10-07 18:15:01+08:00,467,1886
"TWICE &amp; Apple Music

Listen to ""The Feels"" in a whole new way, with a sound all around you 🔊😮🔊 #SpatialAudio ft.… https://t.co/ffn9qN3nBL",2021-10-05 10:54:24+08:00,5258,25639
"[After School Radio]
📣 Catch Young K on @AppleMusic’s #AfterSchoolRadio with @markhoppus, airing on Apple Music Hit… https://t.co/ivSz9inUwm",2021-10-05 15:00:05+08:00,3514,10053
Talking 40 years of Metallica with @zanelowe. Catch us tomorrow at 10am PT on @AppleMusic. https://t.co/FOe9OtjjQ8,2021-10-06 02:00:02+08:00,745,5411
Enjoy listening to the beautiful track #ChanelNo5 from #HonslaRakh now on all your favourite streaming apps!… https://t.co/kwltK3Ucww,2021-10-05 16:02:24+08:00,702,1403
"Thank you @AppleMusic!
https://t.co/UFRKdlRlSO https://t.co/CR8jBfW7hc",2021-10-07 01:55:00+08:00,641,3739
We joined @zanelowe and talked 40 years of Metallica and 30 years of The Black Album. Check it out on @AppleMusic… https://t.co/katAX8sGFc,2021-10-07 02:03:49+08:00,183,1327
Northside Southside 💎💎💎 NY x ATL x MIA 💎💎💎💎 @AppleMusic 💎💎💎💎 https://t.co/sinqaoycfx,2021-10-06 02:49:34+08:00,259,2637
@BLACKPINK @AppleMusic Make a MV,2021-10-07 09:04:43+08:00,265,1409
"🎧IMAGINE - The Album
Gather your memories &amp; memorabilia and join us on John's birthday at 9pm (UK time) on 9 Oct fo… https://t.co/4GlEfHWw5t",2021-10-05 00:29:58+08:00,124,871
"Pre-save the #KISS 45th Anniversary Edition of Destroyer on @AppleMusic and @Spotify, out November 19:… https://t.co/MjSsQ0Q85A",2021-10-04 15:30:38+08:00,107,1089
guyyyyyyyyyyyyyys 🥲 @applemusic https://t.co/oRNxTWJiBh https://t.co/8cX6nsmxUI,2021-10-04 05:19:30+08:00,108,918
I've been very excited to share this with you! 😀 You can now singalong to my songs on @AppleMusic with time-synced… https://t.co/bPOndd0icX,2021-10-04 00:30:13+08:00,24,245
"Our #CountryFaith Radio journey continues this week with some of my favorite songs right now, and a little preview… https://t.co/SG9TCUeFVY",2021-10-03 22:04:06+08:00,18,122
"Hi ! The single ""SPACEMAN"" has been released already! Please don't forget to check it out now.
Thank you… https://t.co/96SgDJOnfD",2021-10-12 17:14:08+08:00,3264,3544
[Notice] Check out our track #Scared on The Chart Show w/ @BrookeReese on @AppleMusic. Listen here:… https://t.co/shmWJhUQXK,2021-10-13 07:41:39+08:00,800,4418
Thanks to all the fans - #LoveForSale with @LadyGaga has brought Tony's Record-breaking 15th #1 on the @billboard T… https://t.co/AkxNNZrIHc,2021-10-12 06:18:17+08:00,379,2966
"Poison paradise. Toxic Attraction's entrance theme ""Toxic"" is available now on @Spotify, @AppleMusic and @YouTube… https://t.co/4qPQMarxiY",2021-10-13 00:00:06+08:00,149,1090
Enjoy @justinbieber's #Justice (The Complete Edition) on @AppleMusic: https://t.co/7nQp4F3Tx7 🎶 https://t.co/i6qqsTvsnL,2021-10-13 03:25:37+08:00,132,603
@AppleMusic 🤍🤍🤍,2021-10-13 01:29:03+08:00,86,763
Listen to IMAGINE - The Ultimate Mixes &amp; replay the #TimsTwitterListeningParty as John &amp; Yoko take you through the… https://t.co/2nScWbijto,2021-10-12 21:31:52+08:00,39,255
💜 @AppleMusic https://t.co/IwaZZTj3PG,2021-10-13 01:11:11+08:00,45,349
"Stream ‘MONEY’ on A-List Pop @AppleMusic 
https://t.co/CSp5MniT4x https://t.co/uSFxdTmne6",2021-10-07 09:04:20+08:00,19824,104866
“Iceberg” feat. ⁦@fercasillas⁩ está disponible en ⁦@AppleMusicES⁩  ⁦@AppleMusic⁩ ⁦@AppleMusicMEX⁩ https://t.co/9SJU8sWvnt,2021-10-12 00:46:08+08:00,17,220
"My new single is part of the MZANSI HITS playlist on @AppleMusic 

Please stream https://t.co/LHHE52Ejd5",2021-10-12 23:30:15+08:00,16,60
"Today, I’ll be premiering my new release with @ChrisStapleton “Joy” on @AppleMusic  with @zanelowe . Tune in NOW to… https://t.co/oQ1ndJScvX",2021-10-12 00:00:02+08:00,19,80
listen to #girlsgirlsgirls on @AppleMusic 💋 https://t.co/A9fMnkiTEW https://t.co/vzKykwrYSm,2021-10-13 06:47:42+08:00,27,331
"TWICE &amp; @AppleMusic @AppleMusicES

Check out TWICE on &lt;A-List: K-Pop&gt; to stream ""The Feels""!… https://t.co/lAMkPWHpj5",2021-10-05 10:53:13+08:00,7107,35589
best show on @AppleMusic let’s goooooo 💀 : https://t.co/U5u1OwZndD,2021-10-05 05:08:59+08:00,689,8019
"🎧IMAGINE - The Album
Gather your memories &amp; memorabilia and join us on John's birthday at 9pm (UK time) on 9 Oct fo… https://t.co/YWg0gEVjsj",2021-10-05 00:46:51+08:00,138,734
thank you #NewMusicDaily @AppleMusic https://t.co/awRGce80Nh ❤️ https://t.co/qG3MEJKi4G,2021-10-05 01:07:32+08:00,157,2015
"Thank you soOoOo much for helping us put together the ~ultimate~ Fall playlist ft. songs from @Olivia_Rodrigo,… https://t.co/9qvJcAZdIP",2021-10-05 05:00:00+08:00,53,867
"Today’s Discovered on @AppleMusic artist is @muziou with his track “I Know It,” produced with @KAYTRANADA.… https://t.co/XSL5ZrD2g3",2021-10-05 03:31:40+08:00,43,151
"Today on the Ebro Show, we got the world premiere of the latest single from @JohnSparkz, @ActionBronson,… https://t.co/FtusRX8ITL",2021-10-05 03:04:52+08:00,22,61
happy monday. we’ve got a big show today - @arca1000000 talking the new track “Born Yesterday” with Sia. Tap in… https://t.co/kmJcYBTNVG,2021-10-05 00:09:16+08:00,16,120
"Pre-Add now 🎼OnlyOneKing On @AppleMusic 👑 @OfficiaAlikiba
#OnlyOneKing
#AlikibaAlbum https://t.co/oI3Po3ztnu",2021-10-04 22:52:24+08:00,70,906
"Born Yesterday featuring Sia coming at Noon ET✨✨
https://t.co/CWHZdZVZEl
I will also be speaking with @zanelowe for… https://t.co/Cf6VbppvVP",2021-10-04 21:44:25+08:00,484,3839
