friends_screen_name,created_at,friends_count,followers_count,tweet_count
chrislake,2007-11-14 06:59:12+08:00,313,189384,20072
LankumDublin,2015-01-05 05:16:02+08:00,2021,13759,13343
Residente,2009-05-11 14:01:58+08:00,1792,6106831,29746
remhq,2008-03-08 23:32:50+08:00,5412,153479,3768
CHANEL,2011-06-30 03:57:54+08:00,1,13290672,3623
beatsbynav,2012-11-24 03:56:50+08:00,205,830952,1019
MoneyBaggYo,2011-01-16 03:54:02+08:00,11,2086959,37460
RoddyRicch,2015-07-28 01:41:37+08:00,2,3234680,3755
snohaalegra,2010-01-08 13:02:33+08:00,799,211820,4403
elephant_heart,2018-04-12 01:31:59+08:00,74,15756,289
liltecca,2018-02-16 08:33:53+08:00,3,567658,1340
mayhemnorway,2013-12-31 06:30:09+08:00,1,10457,1530
lunaypr1,2014-08-24 22:38:38+08:00,879,910536,19437
iamRobStone,2009-04-08 13:57:28+08:00,634,6815,4639
RashadSmith,2008-08-21 23:21:23+08:00,284,5827,4312
Easy_Mo_Bee,2010-02-11 02:19:38+08:00,1905,7094,6661
djmistercee,2010-07-20 14:38:27+08:00,316,7802,39381
LilCease,2008-09-07 02:44:19+08:00,44,46444,18152
AppleArcade,2019-03-30 07:05:01+08:00,167,78074,719
AppleCard,2019-04-20 04:24:00+08:00,0,56920,1
Dame_Lillard,2011-03-17 06:59:04+08:00,2496,2896853,24411
rjmrla,2014-07-31 06:12:42+08:00,47,29608,10848
tessavirtue,2014-07-09 04:58:08+08:00,271,136847,2999
DEEPERCHI,2016-05-25 00:59:46+08:00,321,1090,3295
kevinabstract,2012-02-14 07:01:21+08:00,6617,490513,11888
jamesblake,2010-10-22 16:47:22+08:00,59,340865,2692
mura_masa_,2012-11-25 06:45:36+08:00,964,67444,4994
clairo,2013-02-25 03:09:47+08:00,1037,513579,8110
dashboardmusic,2008-10-10 05:34:56+08:00,481,62806,4629
heyamine,2011-07-19 13:31:20+08:00,446,429286,1601
davematthewsbnd,2009-06-02 09:48:18+08:00,107,362504,4568
JessicaSimpson,2009-04-09 06:26:39+08:00,301,6221802,2765
Labrinth,2009-12-19 14:15:38+08:00,2197,949709,24297
taykeith,2013-10-19 04:18:07+08:00,627,139207,1836
BiznessBoi,2009-04-19 14:27:32+08:00,2368,23842,91901
FREEKEY730,2009-04-14 08:54:18+08:00,678,42941,22426
THEREALHELLRELL,2009-04-12 01:21:52+08:00,629,23941,9480
ChinxMusic,2009-04-10 02:28:19+08:00,1406,80564,18865
MaxBiggavelli,2008-12-17 22:45:56+08:00,49,80806,3197
Chiiild,2009-03-22 14:16:02+08:00,3,5126,976
BIGHIT_MUSIC,2010-07-20 22:40:33+08:00,30,23351960,7783
flea333,2017-10-11 01:34:58+08:00,533,262177,4732
YoungDolph,2009-05-21 02:50:39+08:00,792,878244,20035
BennyBsf,2015-02-25 05:08:32+08:00,396,157963,7196
cashup,2009-04-18 03:18:51+08:00,13,58477,10567
zaytovenbeatz,2009-09-09 03:16:22+08:00,347,266003,13648
WESTSIDEGUNN,2012-02-04 00:08:35+08:00,1231,121785,22947
FINALLEVEL,2009-04-03 05:09:40+08:00,1710,1845522,34914
CollieBuddz,2009-02-10 05:40:46+08:00,4416,69531,13635
TXT_bighit_jp,2018-11-05 14:04:57+08:00,3,1961316,1319
eightyocho,2008-11-08 20:37:17+08:00,2699,22421,83499
Alchemist,2009-02-12 09:59:09+08:00,1363,438065,23515
ShannonLeto,2009-03-14 14:35:57+08:00,39,433289,3804
torylanez,2009-04-24 14:43:28+08:00,0,2150602,2048
Lauren_Daigle,2011-12-01 13:24:01+08:00,1358,153437,4776
B_Real,2008-11-03 07:24:02+08:00,3079,250590,15157
qotsa,2009-01-17 03:35:16+08:00,639,264036,2798
aaliyah,2009-01-24 13:55:49+08:00,487,141601,8344
blackthought,2011-08-09 09:35:24+08:00,1952,223619,20954
bazzi,2011-03-24 06:36:48+08:00,156,408228,17467
lildurk,2009-08-11 08:41:36+08:00,483,5638979,60782
ashleesimpson,2009-03-27 07:23:55+08:00,156,2202660,1288
ringostarrmusic,2009-03-31 07:19:13+08:00,13,2026368,1378
FamousDex,2014-08-02 03:50:38+08:00,9346,1034358,56225
300,2013-02-08 01:37:09+08:00,321,54421,12151
justtranter,2016-11-15 02:45:41+08:00,616,12783,7626
DJSemtex,2008-06-03 04:55:59+08:00,1387,81645,51406
JaredLeto,2009-03-31 03:40:51+08:00,3,4210227,29480
Baka_Not_Nice,2012-03-04 02:28:57+08:00,42,8862,134
BTS_jp_official,2013-09-18 15:18:57+08:00,4,11839445,3605
MCHammer,2007-05-24 06:50:33+08:00,70055,3236915,99288
JonahMarais,2014-02-06 09:39:54+08:00,12834,897468,14717
iamlorengray,2013-03-15 05:50:07+08:00,4597,1600420,11043
SeaveyDaniel,2013-01-19 14:03:52+08:00,11078,859404,9103
corbynbesson,2013-01-03 05:12:51+08:00,3431,878880,18424
ImZachHerron,2014-07-19 05:32:15+08:00,2382,755711,2264
jackaverymusic,2014-08-30 01:32:33+08:00,1659,810695,7520
Jessiereyez,2011-07-26 03:45:02+08:00,596,142587,6135
BrettYoungMusic,2009-03-31 08:02:35+08:00,113,246725,10403
OldDominion,2011-04-06 00:19:54+08:00,432,333325,8079
MidlandOfficial,2014-05-28 13:45:49+08:00,610,59093,5230
lukecombs,2009-09-14 11:40:31+08:00,613,868484,10119
brothersosborne,2012-06-26 09:09:54+08:00,107,200158,11721
murdabeatz_,2011-07-10 05:30:31+08:00,931,321648,64422
joshturnermusic,2009-04-29 00:14:16+08:00,152,550537,1736
Sugarlandmusic,2008-11-06 04:21:59+08:00,309,699771,3921
thebandperry,2009-01-28 01:23:04+08:00,95,1094603,398
EliYoungBand,2008-12-05 07:46:26+08:00,25826,502580,16428
DollyParton,2008-05-16 04:00:06+08:00,43,5289755,2627
rascalflatts,2007-03-17 06:59:04+08:00,221,1722122,13654
jimmybuffett,2009-04-09 23:58:19+08:00,97,575043,2585
UME,2012-07-10 03:15:35+08:00,673,4278,7063
UglyGod,2012-04-18 07:16:35+08:00,154,1044314,716
pierrebourne,2016-05-18 12:47:27+08:00,181,527272,1491
playboicarti,2010-01-03 00:53:27+08:00,0,2112787,7653
tameimpala,2008-09-25 05:37:29+08:00,164,592003,987
thechicks,2009-09-03 06:47:46+08:00,130,627438,3972
Interpol,2007-05-22 04:18:13+08:00,71,181341,1774
TheNational,2007-05-07 16:50:26+08:00,779,366834,3681
Sleater_Kinney,2014-08-30 02:21:49+08:00,63,42111,899
JheneAiko,2009-02-19 06:17:46+08:00,2,2858006,798
smokedza,2008-12-06 12:52:44+08:00,1933,158551,46701
DizzyWright,2009-04-07 12:30:31+08:00,926,388213,95085
KALIUCHIS,2012-06-04 10:40:39+08:00,99,929120,114
JorjaSmith,2014-06-27 04:02:11+08:00,0,428886,4086
sabaPIVOT,2010-11-11 08:45:40+08:00,654,187728,7153
reasonTDE,2015-01-28 04:38:33+08:00,843,90782,15902
BIGKRIT,2009-02-02 01:40:30+08:00,1370,735831,20606
E40,2009-05-17 08:20:15+08:00,7088,665164,38063
NipseyHussle,2009-01-25 20:48:20+08:00,2822,917163,21347
jayrock,2009-01-07 08:55:48+08:00,607,662933,14538
abdashsoul,2009-04-09 06:43:35+08:00,603,1067038,21238
intanetz,2011-12-17 07:02:03+08:00,747,347671,14388
inglewoodSiR,2009-06-05 03:27:33+08:00,985,130878,12180
ajtracey,2011-06-16 06:08:37+08:00,100,553689,1771
questlove,2008-05-29 10:17:23+08:00,10026,3368736,78901
llcoolj,2009-01-22 15:24:15+08:00,1839,5008402,34042
SMTOWNGLOBAL,2012-10-16 20:49:45+08:00,55,9949827,10881
rosalia,2013-09-04 22:48:54+08:00,32,2773518,5706
AriLennox,2009-05-14 08:14:02+08:00,0,669070,9
finneas,2013-07-07 01:22:52+08:00,434,527919,4399
IDK,2013-12-01 07:46:07+08:00,104,131847,1941
Jeremih,2009-03-23 23:58:13+08:00,765,918644,169
valee,2014-05-21 14:17:13+08:00,248,39358,8834
ValentinoKhan,2010-12-08 21:20:32+08:00,758,111422,51661
highsnobiety,2007-12-19 09:55:17+08:00,740,357221,35041
cityandcolour,2009-04-28 09:40:11+08:00,238,236823,4940
Fluxpavilion,2009-05-13 05:13:49+08:00,234,435657,8606
serenawilliams,2009-03-26 05:00:33+08:00,367,10711636,14592
kimpetras,2009-04-16 18:37:35+08:00,17754,190732,11126
Anuel_2bleA,2016-02-27 20:31:17+08:00,2,1833622,4782
ozuna,2016-02-03 12:31:24+08:00,1,1801591,2116
MrPauer,2009-04-23 06:53:21+08:00,1593,3401,10331
Cuebur,2009-09-25 17:00:00+08:00,1302,84132,13937
MichaelBrun,2010-01-08 00:07:26+08:00,667,66381,3259
weareAnden,2009-05-13 01:24:15+08:00,428,3275,889
yottomusic,2009-06-08 04:18:20+08:00,195,19005,4662
Ritontime,2009-03-16 04:27:28+08:00,6,31852,147
solardomusic,2015-07-14 06:11:44+08:00,3267,52465,40509
KendallJenner,2010-06-19 08:03:11+08:00,128,31714076,9623
TjPorter,2018-06-19 02:05:25+08:00,13,2573,1070
JayDaYoungan,2013-04-08 06:02:54+08:00,29,457442,6298
YungeenAce,2018-02-03 02:27:46+08:00,71,764286,3149
ChrisStapleton,2009-06-26 23:41:06+08:00,2,319942,235
RaphaelSaadiq,2009-03-08 06:20:56+08:00,354,165900,2441
KIDZBOP,2009-02-14 05:06:09+08:00,87,15921,12248
disneylionking,2017-07-08 06:03:37+08:00,12,104125,233
teskeybrothers,2017-02-06 08:43:57+08:00,265,8746,1313
SMBofficial,2010-03-10 11:08:56+08:00,151,76758,884
billyraycyrus,2009-04-03 01:37:14+08:00,606,1524007,10706
masonramsey,2018-04-02 10:19:28+08:00,57,296047,782
DoeBoyOfficial,2009-07-17 15:57:38+08:00,251,71927,130311
Guaynaa_,2016-03-04 23:24:29+08:00,318,215679,8853
FarrukoOfficial,2009-08-28 05:43:54+08:00,605,4920107,11284
jennyhval,2012-02-11 14:57:40+08:00,351,9113,961
euphoriaHBO,2018-07-30 23:54:01+08:00,97,564170,19583
tessellated,2010-03-10 11:22:01+08:00,592,3555,27295
SSPU,2008-11-21 02:59:18+08:00,546,71689,5010
Polo_Capalot,2016-09-05 21:32:14+08:00,95,2566091,1855
MYKETOWERS,2011-05-22 05:40:18+08:00,442,808311,19322
joellobban,2010-07-21 09:13:15+08:00,361,3136,2204
93PUNX,2019-01-16 10:00:47+08:00,1,605,88
elohimmusic,2015-05-05 01:09:14+08:00,875,22963,26099
aaron_watson,2009-01-30 04:30:15+08:00,942,141645,24687
SonnyDigital,2009-04-13 13:06:54+08:00,6604,376340,215795
citygirls,2018-09-15 07:17:57+08:00,5,101344,538
DevendraBanhart,2012-12-12 06:46:59+08:00,19,27796,718
thekooksmusic,2009-06-22 20:03:02+08:00,202,285722,5371
foals,2010-03-23 00:37:03+08:00,350,362231,2819
BenjiDrums,2011-08-22 20:41:49+08:00,602,6821,5334
KevinSBaird,2010-07-23 19:32:56+08:00,405,17166,2342
SamTDCC,2010-05-18 21:55:57+08:00,213,22924,4873
TDCinemaClub,2009-07-06 20:10:38+08:00,212,410853,5810
Hot_Chip,2009-02-09 17:30:36+08:00,125,129983,7083
michaelkiwanuka,2010-11-30 08:05:59+08:00,208,71678,2656
WillieNelson,2008-08-24 13:37:23+08:00,275,690547,277
thomyorke,2010-02-02 04:14:00+08:00,316,1094753,1094
sushitrash,2014-06-21 10:55:15+08:00,1,1621685,245
richbrian,2010-08-15 20:33:14+08:00,899,2079139,18912
BTSW_official,2018-04-02 18:13:14+08:00,3,5484252,630
PNLMusic,2014-03-18 18:52:13+08:00,4,1464525,3160
DaBabyDaBaby,2015-01-30 12:07:26+08:00,3,4317595,7215
thirdmanrecords,2009-07-02 06:34:44+08:00,2850,164668,16275
ErynAllenKane,2009-05-06 12:06:05+08:00,475,16883,16099
aegpresents,2012-07-17 08:53:41+08:00,216,8524,2716
prince,2019-01-26 06:20:12+08:00,1,85315,906
burnaboy,2010-11-13 05:52:05+08:00,1032,5537957,60873
bluefacebleedem,2018-05-08 06:03:46+08:00,26,234650,706
crumbtheband,2013-09-13 03:03:44+08:00,94,10267,303
1lilKeed,2018-10-12 23:32:39+08:00,59,78109,2001
YourBaroness,2009-03-24 00:27:12+08:00,1251,46453,1608
lifewluhkel,2017-07-18 05:38:25+08:00,18,24733,478
TM88,2009-10-01 23:08:24+08:00,2076,261084,7733
LilNasX,2016-07-16 01:36:29+08:00,768,7251389,11179
theestallion,2010-01-12 10:17:58+08:00,377,6940714,34796
IsaacDunbar,2016-08-18 05:07:25+08:00,38,13506,688
originalkoffee,2017-08-27 04:01:57+08:00,70,156608,727
maluma,2010-06-08 22:51:21+08:00,116,7749407,20343
thisisCPaul,2019-03-15 07:57:06+08:00,19,946,293
RollingLoud,2014-02-16 04:53:28+08:00,2,265852,61407
FKAtwigs,2012-08-10 05:57:26+08:00,3,443459,1163
Franz_Ferdinand,2009-03-20 23:03:54+08:00,86,258714,3122
whoisMGMT,2008-12-15 12:06:12+08:00,205,402686,1576
YYYs,2009-02-24 03:12:39+08:00,8,192044,593
theblackkeys,2010-03-05 05:03:24+08:00,12,701217,2320
PRETTYMUCH,2016-09-16 07:37:34+08:00,6747,169075,4227
SebastianYatra,2012-12-23 05:44:24+08:00,199,1715281,12097
lilbaby4PF,2017-01-04 06:33:39+08:00,2,5673312,1384
LuisFonsi,2009-03-16 22:58:39+08:00,313,9720866,11610
jaytatum0,2011-12-28 12:11:14+08:00,711,836081,17696
karolg,2009-09-29 23:16:56+08:00,0,3816420,11149
jermainedupri,2009-03-11 02:22:58+08:00,5119,1071818,73428
therejects,2008-10-15 04:31:22+08:00,28,132572,2823
TheJUNOAwards,2009-03-16 23:16:27+08:00,2256,124605,37334
AVABandOfficial,2011-10-26 07:32:30+08:00,43,123623,3726
kiss,2009-03-03 07:05:31+08:00,221,1638864,22752
30SECONDSTOMARS,2009-02-14 09:28:26+08:00,3,1822518,32138
newfoundglory,2009-05-01 04:45:10+08:00,3159,137404,4712
Yellowcard,2010-07-31 06:09:55+08:00,104,119724,5025
MCRofficial,2009-11-11 04:52:03+08:00,313,1403818,524
Madonna,2012-03-03 10:37:57+08:00,45,2728942,4411
GloriaEstefan,2011-03-22 04:56:59+08:00,837,532091,39893
LionelRichie,2008-11-07 16:18:07+08:00,57,339910,5389
ArethaFranklin,2012-01-21 00:54:05+08:00,238,140479,410
memphisbleek,2009-02-16 09:50:13+08:00,293,56995,13738
JustBlaze,2009-01-06 15:04:22+08:00,237,359445,92768
YoungChris,2009-02-04 23:36:47+08:00,2287,60912,38218
unclemurda,2009-01-16 06:15:46+08:00,1881,107330,31677
Mr_Camron,2010-03-23 15:20:42+08:00,863,258935,9089
VADO_MH,2009-04-02 15:14:24+08:00,1290,164431,30643
stylesp,2009-02-15 06:50:25+08:00,507,564906,78645
Rico_nastyy,2015-10-05 01:54:35+08:00,26,743404,48984
Omarion,2009-04-16 13:01:16+08:00,476,1298087,27765
Lloyd_YG,2009-01-19 15:12:53+08:00,3278,404248,1847
ashanti,2009-08-23 05:04:36+08:00,620,1992950,21208
TheRealEve,2010-01-13 02:30:17+08:00,7639,1317414,7491
LilKim,2009-03-08 13:31:24+08:00,644,2281900,7983
TRINArockstarr,2009-04-03 09:31:47+08:00,982,2313251,67123
WakaFlocka,2009-02-21 18:11:41+08:00,6081,1897220,55319
Phillyfreezer,2008-12-15 05:45:57+08:00,4531,176378,31085
emotionalorange,2016-07-16 10:52:15+08:00,1,29615,1447
Missinfo,2008-08-27 07:21:19+08:00,535,238608,103358
FaithNewman19,2010-05-18 01:52:00+08:00,140,1613,662
PLargePro,2010-11-12 07:10:55+08:00,615,84173,3011
REALDJPREMIER,2010-10-15 01:43:23+08:00,840,380935,23712
PeteRock,2009-04-02 06:20:30+08:00,3289,301459,86942
takashipom,2010-02-23 08:34:59+08:00,1871,211209,73492
Liilytheband,2015-01-26 14:34:55+08:00,106,1996,647
KingPrincess69,2011-12-04 11:10:33+08:00,108,154552,1625
deanlewismusic,2013-09-08 11:40:04+08:00,4,29817,1885
realpinksweats,2018-09-27 23:55:21+08:00,123,58930,726
Cautiousclayton,2013-05-23 05:01:35+08:00,357,9753,1726
FarOutAkhtar,2009-12-19 17:37:49+08:00,379,12587853,9168
AnnieLennox,2009-02-09 23:58:45+08:00,213,244051,4768
TheCircleNGO,2014-03-07 18:19:04+08:00,1143,4766,3883
spanishvillager,2015-02-17 09:22:25+08:00,2,4443,912
TierraWhack,2011-01-19 05:03:32+08:00,86,110471,80122
DianaRoss,2014-02-20 03:21:42+08:00,17,131254,646
GretaVanFleet,2012-12-05 03:34:33+08:00,507,161041,3660
smino,2009-03-25 09:33:29+08:00,361,335523,93064
BunBTrillOG,2009-01-05 04:41:22+08:00,1417,1080263,41515
NCTsmtown_DREAM,2017-06-01 16:02:36+08:00,4,6118198,2570
lexliu,2018-01-27 07:43:33+08:00,14,7531,113
BigBoi,2009-04-07 07:50:23+08:00,2828,1282563,52961
FortniteGame,2011-12-01 22:57:32+08:00,100,13439770,14851
ILLENIUM,2013-11-11 09:44:33+08:00,821,229251,7869
FIDLAR,2010-02-05 12:14:31+08:00,0,63108,103
1GunnaGunna,2016-10-19 23:11:02+08:00,37,1998216,5927
cordae,2011-02-21 22:51:48+08:00,990,404665,34601
Normani,2010-10-28 18:25:13+08:00,15304,3305317,14632
sharonvanetten,2009-02-28 04:19:29+08:00,2059,69495,3384
gflipmusic,2016-11-02 09:14:43+08:00,197,7207,1535
DeerhunterMusic,2018-03-05 03:59:03+08:00,94,6052,885
theblackpanther,2014-10-28 01:29:39+08:00,23,1562263,807
sheckwes,2011-12-05 04:31:58+08:00,123,181258,8063
upsahlmusic,2013-05-15 12:33:44+08:00,311,11339,6394
YNWMelly,2016-12-04 06:25:16+08:00,49,373971,1555
DylanScottCntry,2012-06-09 04:42:16+08:00,7899,57287,8701
vampireweekend,2010-05-15 06:29:06+08:00,63,304530,112
FlatlandCavalry,2014-08-01 09:00:18+08:00,1421,68013,8066
TCO_Official,2011-11-29 08:07:30+08:00,346,8262,1532
zacarip,2009-05-05 02:00:46+08:00,676,20145,2397
backstreetboys,2008-02-25 13:21:19+08:00,62081,1040146,19786
ToroyMoi,2009-06-10 07:17:58+08:00,23,175445,413
IAMSUMMERWALKER,2010-10-09 09:08:41+08:00,162,1404873,2333
BoRhapMovie,2017-07-20 06:33:00+08:00,10,122733,366
SkylarGrey,2010-06-12 06:39:13+08:00,26,245570,331
aquamanmovie,2017-05-02 06:37:05+08:00,9,90227,487
PassionMusic,2016-01-27 01:56:29+08:00,33,5403,820
kpstanfill,2008-05-08 10:58:33+08:00,273,89493,5103
dustinlynch,2009-05-19 12:33:52+08:00,880,883477,11344
NCT_OFFICIAL_JP,2017-08-01 15:28:13+08:00,4,2823683,3095
YFNLUCCI,2011-11-08 07:10:57+08:00,1156,816430,74377
PlayBkPlay,2009-02-19 07:56:01+08:00,176,132629,9124
THubbmusic,2009-05-31 04:52:02+08:00,242,188832,970
SpiderVerse,2017-11-10 06:59:01+08:00,21,339065,726
PnBRock,2010-10-12 06:40:22+08:00,2744,493454,30122
Caradelevingne,2011-06-22 20:42:03+08:00,973,9466248,7589
Burberry,2009-06-16 06:09:41+08:00,13,8175894,14052
ElvisPresley,2008-06-11 00:21:45+08:00,592,299610,7917
BRONCHOBAND,2010-01-18 15:12:30+08:00,622,6488,5664
defjam,2009-02-27 08:26:15+08:00,246,1027395,82478
IslandRecords,2008-09-03 00:09:28+08:00,172884,632394,39197
RCARecords,2008-12-16 02:43:20+08:00,1458,459714,25902
warnerrecords,2009-08-05 08:04:09+08:00,654,496758,20646
warnermusic,2008-08-18 20:54:22+08:00,999,590366,12244
virginmusic,2010-03-30 03:03:29+08:00,466,245620,8934
capitolmusic,2009-06-25 10:02:24+08:00,1001,452278,36642
UMG,2008-12-11 06:37:02+08:00,2393,619924,27752
ellamai,2015-03-04 22:48:50+08:00,288,1469127,6028
Dreamville,2012-09-06 01:20:37+08:00,400,361687,13016
RepublicRecords,2010-05-27 01:24:35+08:00,461,204535,55084
JIDsv,2010-01-25 23:02:56+08:00,984,572708,84477
LEAVINGRECORDS,2009-05-05 09:15:08+08:00,977,14236,10864
AlexPallNY,2016-02-08 01:39:58+08:00,1,18819,24
drewtaggart,2009-07-09 23:12:26+08:00,81,79718,1697
tiesto,2009-05-15 06:18:51+08:00,742,4803773,32976
LilTwist,2009-01-17 03:34:23+08:00,14685,1180172,37683
JAE_MILLZ,2009-03-29 01:40:57+08:00,1309,452890,47196
IMGUDDAGUDDA,2009-04-12 17:56:23+08:00,492,393442,11949
smoss,2009-04-02 20:54:11+08:00,11,3034417,60517
funkflex,2008-09-26 09:28:49+08:00,1866,806943,347065
djenvy,2008-10-23 02:40:36+08:00,453,828006,62230
DJCLUE,2009-03-17 00:29:17+08:00,504,1094675,40439
mackmaine,2008-11-28 06:58:13+08:00,290,982657,17004
KeriHilson,2009-03-25 23:16:28+08:00,418,4229345,14301
THEREALSWIZZZ,2009-03-18 12:28:05+08:00,3407,2482342,32989
Acehood,2010-05-12 06:15:54+08:00,715,1229008,30171
ministryofsound,2007-07-26 21:34:53+08:00,678,439488,55063
sanbenito,2018-11-06 04:25:06+08:00,1,3442826,1192
HERMusicx,2016-09-10 05:25:07+08:00,0,508064,19259
CurrenSy_Spitta,2009-02-14 23:14:20+08:00,491,978600,78619
ItsMystikal,2010-05-19 03:40:38+08:00,415,171121,16412
juviethegreat,2009-04-17 11:53:27+08:00,11649,90889,8925
robynkonichiwa,2009-02-02 19:25:50+08:00,304,358363,4298
ASVPNVST,2009-09-02 11:35:33+08:00,908,112635,43007
TheophilusL,2009-01-13 14:52:06+08:00,1648,107608,33139
TASHSULTANAA,2015-01-13 08:43:27+08:00,125,60201,6369
poobear,2011-10-13 10:06:38+08:00,200,86636,2094
thisisbantu,2016-04-14 04:03:05+08:00,432,1614,1306
soulcycle,2009-06-20 23:45:04+08:00,332,256307,100651
Yvno,2009-01-20 02:33:05+08:00,255,2370,2669
gryffinofficial,2013-09-20 10:41:44+08:00,204,54333,3632
JaxJones,2013-09-18 17:28:56+08:00,998,37007,6265
YvesTumor,2011-04-22 07:30:21+08:00,63,24719,105
trevorpowersss,2018-04-27 03:32:06+08:00,311,1483,861
lelepons,2013-11-21 05:19:25+08:00,36226,1864368,2000
trippieredd,2013-10-03 14:42:31+08:00,18,2015950,979
TheStruts,2010-05-13 23:24:05+08:00,27,76503,11387
Ricardo_Arjona,2008-11-22 08:40:10+08:00,36,10455533,4662
jazzdotorg,2009-09-23 01:17:24+08:00,982,108182,20015
BoyWonderCF,2009-05-27 23:14:09+08:00,933,56444,39266
coscuelprincipe,2009-04-13 17:24:24+08:00,2,1754847,14399
babyrasta40,2009-08-24 01:38:43+08:00,267,182631,16004
JONZMENPR,2009-10-09 00:23:37+08:00,13,436995,2956
Jumpman23,2010-10-06 02:27:05+08:00,150,4248640,10591
KeshaRose,2009-03-24 05:07:57+08:00,1388,3213857,8034
itspetergabriel,2010-01-23 06:56:52+08:00,105,211925,2137
MxAlemanMx,2013-11-04 05:18:22+08:00,121,146766,3010
noreaga,2008-09-25 12:57:47+08:00,710,421031,95084
methodman,2009-05-13 08:04:38+08:00,265,724840,651
therealredman,2009-05-11 14:15:34+08:00,543,725887,8142
RZA,2009-04-08 15:37:52+08:00,517,802590,9081
Raekwon,2009-02-07 16:43:44+08:00,2721,872713,41738
TonyYayo,2008-12-19 03:34:13+08:00,3821,375346,5324
Lloydbanks,2008-12-19 03:27:17+08:00,4267,1111729,7505
DJDRAMA,2009-01-27 11:51:32+08:00,1988,2065373,33792
fatjoe,2009-03-17 10:22:57+08:00,926,904361,16411
SHEEKLOUCH,2010-04-21 11:08:15+08:00,205,240830,10986
TeeGrizzley,2016-10-20 13:01:51+08:00,373,653004,9697
Boi1da,2009-04-23 01:58:08+08:00,1991,205615,16264
thejuelzsantana,2009-03-18 00:24:02+08:00,686,1330916,12804
Therealkiss,2009-02-10 23:12:48+08:00,852,1776604,11748
DaveEast,2009-03-20 03:09:23+08:00,762,293013,66865
jimjonescapo,2009-02-24 07:10:39+08:00,655,3387642,19879
souljaboy,2008-10-18 01:09:15+08:00,454,5392154,127451
whatsyrrupture,2009-05-14 06:24:25+08:00,658,1561,677
prodbyharrison,2010-09-02 14:17:15+08:00,978,14798,2366
omarapollo,2012-12-27 03:06:10+08:00,462,111116,2195
Kadhja,2010-03-03 07:16:14+08:00,116,3818,748
sudanarchives,2013-07-27 17:08:17+08:00,155,8760,4264
mariboustate,2011-02-19 01:34:15+08:00,45,12742,9459
SOPHIEMSMSMSM,2013-01-31 22:42:38+08:00,6,55191,219
mitskileaks,2014-01-11 03:29:06+08:00,5528,207684,128
hyukohh,2014-05-01 23:56:35+08:00,0,55466,1058
Khruangbin,2011-07-12 01:46:11+08:00,1,38251,2047
westermanmusic,2014-12-01 23:11:02+08:00,0,1623,393
whydontwemusic,2016-09-21 08:42:30+08:00,1371,791874,4116
OffsetYRN,2011-12-05 01:53:24+08:00,427,3795188,18464
lexiTV,2009-05-23 21:24:21+08:00,1232,17764,22863
KamasiW,2011-10-06 04:28:17+08:00,911,58145,6465
brckhmptn,2014-12-02 18:02:11+08:00,16,475165,129
joshgoldenmusic,2009-03-17 14:30:17+08:00,376,47262,153
SevenLionsMusic,2012-03-25 23:29:35+08:00,612,147129,7020
Tyrese,2009-03-16 09:05:30+08:00,3694,2911804,49949
SherylCrow,2009-08-24 12:50:09+08:00,304,331591,5757
hihatchie,2017-03-24 11:36:22+08:00,337,6256,2805
jason_mraz,2009-01-15 19:16:33+08:00,47,5312645,4682
Raptors,2009-09-11 23:15:25+08:00,15078,2409700,70266
Klow7,2009-04-01 15:03:03+08:00,339,918584,7264
heydb,2009-04-03 22:36:55+08:00,1712,200003,1940
GearboxRecords,2012-11-09 03:46:08+08:00,1017,2569,5979
virgilabloh,2009-02-25 15:37:45+08:00,1949,525246,18709
WannaOne_twt,2017-06-06 16:21:31+08:00,0,2824489,1156
CheatCodesMusic,2014-09-30 06:08:37+08:00,863,79960,8856
youngandfree,2012-07-27 09:52:54+08:00,27,131059,2415
johnnyorlando,2012-01-26 06:37:57+08:00,22297,1034953,5511
gunsnroses,2009-12-11 02:28:28+08:00,41,6316172,8460
ShekuKM,2016-09-05 22:42:03+08:00,389,97248,4041
snowpatrol,2009-03-11 01:47:05+08:00,919,216867,2015
Shinedown,2009-03-24 05:47:16+08:00,264,378894,15866
Bourdain,2008-04-11 01:46:33+08:00,717,6690870,13379
solamentejoy,2009-07-19 09:32:45+08:00,543,786482,11808
jesseyjoy,2009-04-01 00:48:05+08:00,993,5254927,30443
jordanrakei,2013-02-18 18:34:33+08:00,534,23755,1198
thatgirlbishop,2015-09-22 12:48:54+08:00,941,66268,16378
Jxmmi,2014-03-12 03:19:14+08:00,324,253515,20261
russdiemon,2011-01-09 13:17:56+08:00,388,2211590,43194
SwaeLee,2010-09-12 15:38:09+08:00,345,871674,26702
Genius,2009-09-07 00:51:14+08:00,1865,1695789,24461
TomMisch,2012-02-28 05:10:12+08:00,459,99238,4851
Thundercat,2011-03-26 03:33:23+08:00,956,452327,23182
SylvanEsso,2013-03-14 03:45:39+08:00,352,35526,5930
SPRORGNSM,2017-01-26 23:29:41+08:00,133,23725,995
doksan,2009-01-30 01:59:19+08:00,959,32676,1464
laurenevemay,2015-02-01 09:52:26+08:00,269,605929,1514
matsoR,2009-02-18 00:52:56+08:00,1067,364466,9905
kikomerley,2009-08-11 22:53:12+08:00,265,80796,262
rexorangecounty,2015-08-05 00:23:09+08:00,0,612860,1284
pandabear,2013-11-07 08:23:22+08:00,5,19607,226
