tweet_text,created_at,retweet_count,favorite_count
Yo folks! Ya’ll now can Pre-Save my upcoming single “Sawa na” on @Spotify. Click the link below 👇🏼… https://t.co/cA4WQUwyvE,2021-10-05 10:49:35+08:00,78,490
"And @spotify and the @WSJ have reached out, too ✨❤️‍🔥✨",2021-10-05 03:57:58+08:00,35,215
IG is down but this billboard is up in Toronto thanks to @Spotify @SpotifyCanada … thank you SO MUCH. Knowing that… https://t.co/dNKSaTPKVj,2021-10-05 02:32:21+08:00,194,1596
"#BINI : 🚨 BINI ALBUM KEY TRACK 🚨 

The ""Born To Win"" Album by BINI is set to drop this October 14 with the key trac… https://t.co/CH4jmRdAQb",2021-10-04 21:00:03+08:00,516,1246
"🚨 BGYO AUDIO TEASER 2 🚨

""The Light"" Full Album by @bgyo_ph w/ key track ""When I'm With You"" drops WORLDWIDE on 10/… https://t.co/7up8DSYAyi",2021-10-04 16:00:02+08:00,851,1811
"The ""Born To Win"" Album by BINI is set to drop this October 14 with the key track - ""Golden Arrow"" 

Pre-save now o… https://t.co/XRF9SPnOYn",2021-10-04 21:35:50+08:00,107,240
"#BGYO : 'When I'm With You' Concept Photo Series

Pre-save on @Spotify
https://t.co/z9bHq1kfze

@BGYO_Nate… https://t.co/vz5VNf3vsM",2021-10-04 11:00:00+08:00,972,2398
Isang mapusong handog mula kay @ogiealcasid itong bagong awitin na paniguradong magbabalik ng Christmas spirit sa i… https://t.co/we6wdD94KL,2021-10-04 18:17:11+08:00,50,148
"Pre-save the #KISS 45th Anniversary Edition of Destroyer on @AppleMusic and @Spotify, out November 19:… https://t.co/MjSsQ0Q85A",2021-10-04 15:30:38+08:00,106,1071
"Follow &amp; listen to ‘This is IDLES’ now updated on @spotify.

https://t.co/JHPLBdYKrE https://t.co/5b3r9KoEBX",2021-10-04 23:51:34+08:00,21,210
It’s out and awaiting your reviews…the latest episode of ⁦@MeaCulpaPodcast⁩ featuring veteran journalist and ⁦@NY1⁩… https://t.co/pQbATY330V,2021-10-04 20:10:40+08:00,24,129
"Hedlayn bukas, ngayon ang brodkas!

Umiyak ka na rin ba ng lasing habang kumakanta ng Last Flight Out at Kung Ako N… https://t.co/oyHgtzASAQ",2021-10-04 18:35:42+08:00,19,192
Thanks for the cover @Spotify. Listen to “I Don’t Want to Talk” on Et Alt https://t.co/A98E5lRscO https://t.co/FnpmKP3jEd,2021-10-04 09:38:59+08:00,197,2501
#Money by #Lisa of @BLACKPINK has been added to @Spotify’s Today’s Top Hits playlist 🔥🔥🔥 https://t.co/x1FnOOCrIJ,2021-10-01 15:50:13+08:00,2873,9653
"🚨 BGYO ALBUM TRACKLIST 🚨

Ready? Here's the full BGYO ""The Light"" Album Tracklist that's set to drop on October 7!… https://t.co/7USHD7fYu7",2021-09-29 16:00:02+08:00,1057,2208
"#BGYO : 'When I'm With You' Concept Photo Series

Pre-save on @Spotify
https://t.co/z9bHq1BQXO

@BGYO_Gelo… https://t.co/5qZwASMX8M",2021-10-01 11:00:02+08:00,1222,3174
"💚💚💚
@Spotify @SpotifyKR https://t.co/Lbce5xcCU8",2021-09-29 20:26:00+08:00,1101,8602
.@KatyPerry is bringing her love of color and passion for music to her newest partnership with @BehrPaint and… https://t.co/UQVFP1VNWN,2021-09-29 08:32:05+08:00,306,2011
"🚨 BINI ALBUM TRACKLIST - PART 1 🚨

BINI's dropping a total of 12 tracks for their debut album, ""Born To Win"" on Oct… https://t.co/SrVmfs9yLw",2021-09-29 16:00:00+08:00,436,1104
"I made you a mixtape!

…Ok, I made a @Spotify playlist of some of my influences for #songsforyou… https://t.co/m337ZeEqBS",2021-10-01 02:40:31+08:00,430,4363
"Kudos💥 to the All-Rounder @dhanushkraja for reaching 2 MILLION+ followers on @spotify🎧🎶

🔗: https://t.co/ICjAEEi7Ge… https://t.co/wVtoRAaRFM",2021-09-28 17:02:06+08:00,308,595
"#BGYO | 🚨 ALBUM ALERT 🚨 BACK-TO-BACK DROPS FROM THESE SIBLING GROUPS! 

BGYO ""The Light"" Album drops this October 7… https://t.co/nxCVoLRdUr",2021-09-28 10:00:00+08:00,982,2021
"#BINI : 🚨 ALBUM ALERT 🚨 BACK-TO-BACK DROPS FROM THESE SIBLING GROUPS! 

BGYO ""The Light"" Album drops this October 7… https://t.co/anH85UuKJx",2021-09-28 10:00:00+08:00,612,1396
"🚨 ALBUM ALERT 🚨 BACK-TO-BACK DROPS FROM THESE SIBLING GROUPS! 

BGYO ""The Light"" Album drops on 10/7
BINI ""Born To… https://t.co/sfKg5pZxoG",2021-09-28 10:03:05+08:00,180,376
"Teri meri gallan ae ho gayi mashhoor...

#raataanlambiyan
@TimesSquareNYC

A beautiful day begins with a beautiful… https://t.co/lYaffu8Ozf",2021-09-28 12:01:24+08:00,81,766
"In early 2019, after taping an episode of #PodSaveTheWorld I told @TVietor08 that I had recorded conversations with… https://t.co/Y2TQyebz0p",2021-09-28 09:00:50+08:00,24,271
Thank you @Spotify / @allihagendorf and the entire team for your continued support in Halestorm and rock music!!… https://t.co/7jd1mFadz1,2021-09-28 02:38:16+08:00,17,254
"#BGYO | 1 Million @Spotify Streams for 'The Baddest'. Thank you and congratulations, ACEs!

@OFCBGYO_MEMBERS… https://t.co/SHInJqZ1YH",2021-09-28 01:06:46+08:00,697,1521
1 MILLION @Spotify STREAMS for @bgyo_ph’s latest track “The Baddest” making this their fastest track to reach the m… https://t.co/xqRiMUhdhE,2021-09-27 22:57:27+08:00,381,715
"#BGYO | ‘The Baddest’ just hit 1 Million Streams on @spotify! 

Thank you ACEs for continuously supporting… https://t.co/1HCWNHxTFF",2021-09-27 23:18:40+08:00,466,971
"1 MILLION @Spotify Streams in 1 Month and a week! 🎉👏🏼 @bgyo_ph @OFCBGYO_MEMBERS  

Keep streaming on @Spotify_PH 🔗… https://t.co/HC4zF2ylkG",2021-09-27 23:00:50+08:00,333,714
":: USA &amp; CANADA 🇺🇲 🇨🇦 - SEE YOU NEXT YEAR https://t.co/3VbmGARSKx 

We've seen you ask for it, so it's time for it… https://t.co/qKbemVGmIT",2021-09-27 23:56:28+08:00,91,660
"Some huge @Spotify streaming numbers for our last two singles. Time to drop a new one…

Pre-save our new single ‘Bu… https://t.co/MRi56FPY1U",2021-09-27 21:59:14+08:00,30,109
"20 MILLION STREAMS FOR PARALUMAN ON @Spotify !?!?!?

GRABEEEE KA NA 2021 🥲✨

 SALAMAT SA INYONG LAHAT SA PATULOY NA… https://t.co/6vItZLm5e4",2021-09-27 21:29:26+08:00,328,3219
